Highest Charting Position,Number of Times Charted,Song Name,Streams,Artist,Artist Followers,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
193,1,Shot in the Dark,"5,173,308",John Mayer,5178156,76,0.741,0.556,-9.184,0.0266,0.0629,0.103,122.008,249080,0.587
164,1,The Jackie (with J. Cole & Lil Tjay),"5,454,994",Bas,386757,76,0.784,0.474,-6.139,0.0524,0.333,0.278,128.012,204434,0.64
43,2,LUMBERJACK,"11,756,283","Tyler, The Creator",6777818,76,0.386,0.762,-6.341,0.564,0.122,0.527,170.691,138312,0.433
170,1,Killer (feat. Jack Harlow & Cordae) - Remix,"5,404,939",Eminem,46785561,76,0.924,0.73,-6.125,0.274,0.0525,0.113,99.01,236666,0.848
129,14,Somebody That I Used To Know,"5,068,972","Gotye, Kimbra",2263960,76,0.864,0.495,-7.036,0.037,0.591,0.0992,129.062,244973,0.72
15,3,i n t e r l u d e,"7,880,155",J. Cole,14097410,76,0.77,0.574,-5.525,0.106,0.0617,0.104,98.962,133022,0.104
198,1,Mask,"5,156,496",Dream,727731,76,0.636,0.749,-4.197,0.0631,0.195,0.107,117.904,174936,0.653
47,2,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","7,347,891",DJ Khaled,6278835,76,0.757,0.721,-2.906,0.0691,0.00196,0.647,124.036,165366,0.364
169,1,What You Need,"5,346,005",Don Toliver,1605329,76,0.664,0.655,-7.327,0.0461,0.059,0.17,129.987,217609,0.13
66,10,Machu Picchu,"5,062,404","Camilo, Evaluna Montaner",10561047,76,0.788,0.789,-2.39,0.124,0.397,0.226,167.897,179005,0.867
113,1,love race (feat. Kellin Quinn),"6,325,080",Machine Gun Kelly,3864419,76,0.517,0.848,-4.054,0.0521,0.00581,0.214,95.906,188779,0.429
128,2,Tu Veneno,"6,007,541",J Balvin,29067437,76,0.664,0.659,-4.232,0.0873,0.0625,0.0874,175.826,157320,0.797
17,4,Lemon Pepper Freestyle (feat. Rick Ross),"5,365,747",Drake,56327031,76,0.77,0.637,-5.53,0.345,0.103,0.171,94.966,383037,0.431
82,18,Polvo,"5,528,508","Nicky Jam, Myke Towers",14831925,76,0.763,0.621,-6.169,0.066,0.0105,0.106,82.042,211130,0.582
141,13,Ponte Pa' Mi,"5,082,870",Justin Quiles,2897862,76,0.878,0.713,-4.566,0.0948,0.0581,0.0822,92.028,202373,0.615
50,5,Skin,"5,497,942",Sabrina Carpenter,3689546,76,0.557,0.457,-5.372,0.0335,0.428,0.0567,105.918,177500,0.328
62,17,Tyler Herro,"5,168,107",Jack Harlow,1053324,76,0.794,0.756,-7.16,0.136,0.11,0.247,123.066,156498,0.775
27,4,Bad Boy (with Young Thug),"6,011,642",Juice WRLD,19102888,76,0.697,0.674,-6.326,0.0533,0.00215,0.138,81.535,157355,0.198
14,26,Midnight Sky,"5,208,100",Miley Cyrus,15778531,76,0.705,0.814,-5.466,0.0346,0.00115,0.203,110,223279,0.259
175,1,Pressure (feat. Tove Lo),"5,197,587",Martin Garrix,14921269,76,0.859,0.558,-8.991,0.0902,0.659,0.124,114.978,144391,0.357
174,3,Cry Baby (feat. DaBaby),"4,884,711",Megan Thee Stallion,4794212,76,0.957,0.437,-7.882,0.359,0.00402,0.219,130.058,137984,0.616
47,25,Mi Cuarto,"4,873,380",Jerry Di,149682,76,0.854,0.525,-4.426,0.214,0.819,0.146,97.054,197587,0.63
176,1,"Gravity (feat. Tyler, The Creator)","5,136,895","Brent Faiyaz, DJ Dahi",1726216,76,0.539,0.615,-8.746,0.252,0.173,0.144,163.924,214693,0.493
103,12,"All I Want - From ""High School Musical: The Musical: The Series""","5,052,801",Olivia Rodrigo,6313514,76,0.376,0.43,-6.585,0.0328,0.0902,0.0912,77.599,177323,0.129
45,20,Daisy,"5,030,670",Ashnikko,1248499,76,0.834,0.663,-6.143,0.133,0.235,0.372,121.876,146523,0.774
83,4,Wasted On You,"4,948,563",Morgan Wallen,2147875,76,0.505,0.657,-5.24,0.0318,0.373,0.126,196,178520,0.252
68,8,I CAN'T STOP ME,"4,504,304",TWICE,9998991,76,0.657,0.88,-3.672,0.102,0.121,0.463,150.084,205493,0.769
54,3,Show Out (with Skepta & Pop Smoke),"5,209,372",Kid Cudi,5002317,76,0.619,0.589,-6.531,0.124,0.43,0.378,143.896,174960,0.158
46,14,Mad at Disney,"5,436,450",salem ilese,133998,76,0.738,0.621,-7.313,0.0486,0.424,0.692,113.968,136839,0.715
53,1,ANTES QUE SE ACABE,"11,298,839",Bad Bunny,36177712,76,0.693,0.549,-6.098,0.0577,0.505,0.324,139.988,221187,0.473
16,2,Fly To My Room,"8,413,330",BTS,37151476,76,0.764,0.526,-7.355,0.212,0.0484,0.0718,114.91,222243,0.588
27,2,Stay,"7,010,227",BTS,37151476,76,0.582,0.693,-5.048,0.0465,0.114,0.13,125.904,204800,0.341
140,3,ALWAYS DO,"5,196,635",The Kid LAROI,2238190,76,0.762,0.426,-6.865,0.113,0.0442,0.0858,167.827,151705,0.582
41,7,Savage Love (Laxed �?Siren Beat) [BTS Remix],"4,995,203","Jawsh 685, Jason Derulo",100635,76,0.758,0.598,-5.695,0.0868,0.16,0.295,149.836,184905,0.658
32,25,Hasta Que Dios Diga,"4,899,099","Anuel AA, Bad Bunny",18306226,76,0.691,0.765,-4.727,0.111,0.464,0.203,174.021,246000,0.855
163,4,Nada,"4,713,873","Cali Y El Dandee, Danna Paola",3152313,76,0.684,0.808,-2.737,0.061,0.0518,0.0858,173.905,174027,0.712
168,1,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),"5,226,940",The Kid LAROI,2238190,76,0.779,0.642,-6.321,0.116,0.0383,0.2,82.363,153147,0.388
69,22,DOLLAZ ON MY HEAD (feat. Young Thug),"4,652,712",Gunna,3337982,76,0.825,0.458,-7.47,0.0577,0.114,0.102,145.115,197760,0.161
68,13,We Paid (feat. 42 Dugg),"4,776,686",Lil Baby,7816213,76,0.926,0.542,-5.064,0.293,0.135,0.0877,135.14,181929,0.564
103,12,Mariposa,"4,593,366",Peach Tree Rascals,177972,76,0.676,0.525,-5.88,0.028,0.617,0.356,112.011,210000,0.421
11,5,august,"4,586,236",Taylor Swift,42227614,76,0.532,0.623,-9.208,0.0331,0.538,0.0925,89.937,261923,0.403
79,13,Flex (feat. Juice WRLD),"4,664,281",Polo G,4849204,76,0.752,0.673,-5.792,0.153,0.0538,0.133,164.009,163902,0.35
100,15,El Efecto,"4,466,143","Rauw Alejandro, Chencho Corleone",6096559,76,0.849,0.781,-4.635,0.159,0.406,0.0801,84.041,217143,0.893
32,16,Myron,"4,593,309",Lil Uzi Vert,11821805,76,0.771,0.654,-6.976,0.298,0.055,0.214,155.047,224955,0.573
36,21,Know Your Worth,"4,374,392","Khalid, Disclosure",14190858,76,0.79,0.694,-7.726,0.0708,0.145,0.281,103.007,181436,0.508
196,1,Kill This Love,"4,341,050",BLACKPINK,23848461,76,0.763,0.835,-5.234,0.191,0.323,0.225,131.875,191050,0.645
154,6,Surrender,"4,627,942",Natalie Taylor,120208,76,0.39,0.448,-8.57,0.0276,0.8,0.107,144.89,183103,0.077
145,17,If I Can't Have You,"4,364,166",Shawn Mendes,33893352,76,0.692,0.809,-4.198,0.0602,0.524,0.147,123.911,190800,0.864
66,11,Suicidal (Remix) [feat. Juice WRLD],"4,296,154",YNW Melly,6332535,76,0.655,0.441,-5.245,0.0629,0.474,0.099,139.957,225857,0.273
59,3,CANCIÓN CON YANDEL,"5,132,247","Yandel, Bad Bunny",36177712,76,0.75,0.741,-4.43,0.402,0.447,0.121,79.968,209180,0.495
16,20,You should be sad,"4,761,908",Halsey,15663384,76,0.591,0.585,-6.35,0.0277,0.143,0.109,110.94,205473,0.324
54,14,CITY OF ANGELS,"4,645,541",24kGoldn,1276406,76,0.686,0.541,-4.993,0.0493,0.042,0.0675,120.082,112493,0.724
126,9,PTSD,"4,500,903","G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",1253138,76,0.883,0.808,-3.158,0.182,0.0313,0.207,119.01,232065,0.806
46,3,STARGAZING,"4,499,820",Travis Scott,17732077,76,0.487,0.789,-3.69,0.044,0.00947,0.189,150.007,270715,0.0564
23,20,Suicidal,"4,320,116",YNW Melly,6332535,76,0.655,0.441,-5.245,0.0629,0.474,0.099,139.957,225857,0.273
39,20,How Do You Sleep?,"4,313,625",Sam Smith,17097317,76,0.477,0.682,-4.931,0.0925,0.153,0.0763,110.567,202205,0.345
85,17,Hate Me (with Juice WRLD),"4,367,368",Ellie Goulding,9747805,76,0.657,0.768,-4.628,0.0507,0.108,0.144,75.025,186223,0.759
109,9,Still Be Friends (feat. Tory Lanez & Tyga),"4,299,422",G-Eazy,4894656,76,0.803,0.759,-4.692,0.0494,0.00509,0.0921,104,213308,0.284
170,10,I.F.L.Y.,"4,284,951",Bazzi,4421378,76,0.812,0.519,-4.823,0.0385,0.379,0.13,104.954,165714,0.554
141,6,wish you were gay,"5,187,997",Billie Eilish,47061119,76,0.853,0.351,-10.198,0.241,0.39,0.752,118.028,221543,0.282
54,7,Psycho,"4,991,751",Red Velvet,5688315,76,0.664,0.666,-2.203,0.0446,0.193,0.0854,139.987,210560,0.405
113,7,Suge,"4,986,299",DaBaby,7601122,76,0.876,0.662,-6.482,0.426,0.0608,0.127,75.445,163320,0.844
131,6,Turn Me On (feat. Vula),"4,925,843","Riton, Oliver Heldens",83743,76,0.737,0.828,-4.711,0.0396,0.0149,0.0862,124.051,208474,0.517
157,4,11:00 PM,"4,891,989",Maluma,26784251,76,0.777,0.712,-4.84,0.277,0.217,0.091,95.692,175733,0.68
133,3,Calma - Remix,"4,879,713","Pedro Capó, Farruko",1353049,76,0.826,0.773,-4.218,0.0524,0.323,0.143,126.899,238200,0.761
187,1,Let Me Know (I Wonder Why Freestyle),"4,701,532",Juice WRLD,19102888,76,0.635,0.537,-7.895,0.0832,0.172,0.418,125.028,215381,0.383
155,22,Mr. Brightside,"5,382,191",The Killers,6118063,75,0.356,0.924,-3.74,0.0808,0.00101,0.0953,148.017,222587,0.232
110,2,Wild Side (feat. Cardi B),"5,366,242",Normani,1304510,75,0.74,0.576,-6.744,0.146,0.0249,0.104,110.095,209476,0.315
73,1,SIR BAUDELAIRE (feat. DJ Drama),"8,884,283","Tyler, The Creator",6777818,75,0.467,0.635,-6.115,0.154,0.314,0.844,127.596,88625,0.51
85,1,RUNITUP (feat. Teezo Touchdown),"7,917,707","Tyler, The Creator",6777818,75,0.665,0.469,-7.778,0.13,0.565,0.219,115.852,229565,0.142
165,1,Naked,"5,527,865",Doja Cat,8640063,75,0.733,0.862,-5.736,0.197,0.374,0.131,111.076,223560,0.536
106,1,Black Hearted,"6,989,528",Polo G,4840346,75,0.506,0.563,-7.664,0.411,0.0326,0.0856,168.146,190509,0.153
117,1,Last Train Home,"6,439,718",John Mayer,5178156,75,0.591,0.831,-6.612,0.0355,0.235,0.0571,93.007,187307,0.678
175,1,734,"5,368,759",Juice WRLD,19085118,75,0.663,0.545,-3.93,0.036,0.123,0.106,78.452,196147,0.344
118,1,Saturday,"6,628,638",Twenty One Pilots,20823062,75,0.687,0.89,-5.99,0.0344,0.00396,0.0436,113.06,172232,0.854
18,2,9 5 . s o u t h,"6,333,126",J. Cole,14097410,75,0.713,0.793,-5.277,0.397,0.271,0.727,71.724,196946,0.203
137,1,SHUM,"6,237,019",Go_A,107553,75,0.527,0.737,-5.34,0.0642,0.05,0.105,116.431,172675,0.499
72,1,durag activity (with Travis Scott),"7,939,784",Baby Keem,279741,75,0.89,0.701,-5.712,0.342,0.00306,0.0895,80.462,225020,0.505
122,1,LET IT GO (feat. Justin Bieber & 21 Savage),"6,083,338",DJ Khaled,6278835,75,0.877,0.444,-7.547,0.172,0.24,0.169,129.06,165527,0.658
100,11,Back In Blood (feat. Lil Durk),"5,198,209",Pooh Shiesty,423237,75,0.759,0.538,-8.256,0.384,0.151,0.126,146.933,184490,0.831
153,2,WACHA,"5,172,999","KHEA, Duki",3198705,75,0.737,0.634,-4.25,0.0424,0.345,0.111,94.927,206360,0.528
37,3,Off My Face,"5,004,111",Justin Bieber,48544923,75,0.509,0.228,-8.68,0.0332,0.92,0.104,90.674,156468,0.586
64,2,AP - Music from the film Boogie,"5,462,333",Pop Smoke,6852509,75,0.751,0.744,-6.859,0.177,0.152,0.252,148.014,171892,0.634
42,12,Tú Me Dejaste De Querer,"5,874,460","C. Tangana, Niño de Elche, La Húngara",1453875,75,0.823,0.723,-4.778,0.229,0.311,0.0998,83.97,198493,0.505
35,27,Jeans,"5,145,966",Justin Quiles,2897862,75,0.807,0.656,-4.395,0.105,0.0165,0.0693,83.943,185840,0.89
37,25,Despeinada,"5,004,462","Ozuna, Camilo",29238936,75,0.734,0.775,-3.855,0.0614,0.186,0.123,166.039,224187,0.72
167,2,Agua de Jamaica,"5,072,462",Maluma,26784251,75,0.664,0.665,-3.616,0.0879,0.123,0.411,173.961,176970,0.726
13,38,La Jeepeta - Remix,"4,942,545","Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",2127531,75,0.815,0.715,-4.65,0.207,0.3,0.091,176.007,345241,0.786
10,7,champagne problems,"4,848,954",Taylor Swift,42227614,75,0.462,0.24,-12.077,0.0377,0.92,0.113,171.319,244000,0.32
73,6,Reminds Me Of You,"5,942,551","Juice WRLD, The Kid LAROI",19102888,75,0.613,0.631,-6.965,0.12,0.0663,0.169,149.992,158033,0.33
6,15,Lovesick Girls,"4,796,365",BLACKPINK,23848461,75,0.654,0.707,-5.661,0.0664,0.00559,0.0873,127.97,194765,0.448
158,1,Sand In My Boots,"5,446,609",Morgan Wallen,2147875,75,0.403,0.537,-6.628,0.031,0.59,0.112,69.877,202133,0.414
188,1,More Than My Hometown,"4,879,971",Morgan Wallen,2147875,75,0.62,0.869,-5.479,0.0462,0.615,0.131,126.019,216573,0.597
26,2,Dis-ease,"7,165,808",BTS,37151476,75,0.731,0.845,-5.352,0.132,0.0132,0.0782,101.085,239722,0.484
139,1,Dime Cómo Quieres,"6,152,821","Christian Nodal, Ángela Aguilar",8123757,75,0.839,0.667,-3.961,0.031,0.322,0.244,124.889,171360,0.878
7,16,Smile (with The Weeknd),"5,164,187",Juice WRLD,19102888,75,0.694,0.685,-6.535,0.133,0.224,0.124,158.831,196180,0.306
22,8,Pretty Savage,"5,039,047",BLACKPINK,23848461,75,0.701,0.556,-7.42,0.0414,0.00886,0.106,152.045,201122,0.333
25,6,Mr. Right Now (feat. Drake),"4,951,481","21 Savage, Metro Boomin",9949044,75,0.647,0.667,-5.563,0.304,0.231,0.133,172.08,193839,0.704
37,14,Mamichula - con Nicki Nicole,"4,817,969","Trueno, Bizarrap, Taiu, TATOOL",2172969,75,0.696,0.678,-5.893,0.0735,0.582,0.134,91.985,219202,0.346
172,14,Let Her Go,"4,765,198",Passenger,2819406,75,0.479,0.545,-7.346,0.0688,0.365,0.0963,74.897,252733,0.243
32,23,Lose Somebody,"4,709,053","Kygo, OneRepublic",7593792,75,0.58,0.586,-6.883,0.0357,0.344,0.0755,147.988,199549,0.507
15,21,TKN (feat. Travis Scott),"4,752,289",ROSALÍA,4769627,75,0.776,0.509,-6.266,0.467,0.192,0.115,94.634,129371,0.485
135,15,El Mismo Aire - con Pablo Alborán,"4,705,484",Camilo,10580764,75,0.483,0.492,-6.591,0.295,0.603,0.323,144.511,188213,0.66
54,29,Elegí (feat. Dímelo Flow),"4,607,003","Rauw Alejandro, Dalex, Lenny Tavárez",6096559,75,0.824,0.631,-2.791,0.0809,0.237,0.0531,171.965,197721,0.678
112,5,feel something,"5,463,424",Bea Miller,2396662,75,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,180161,0.156
143,7,Money Trees,"4,632,724","Kendrick Lamar, Jay Rock",17931101,75,0.716,0.531,-7.355,0.122,0.0703,0.224,71.994,386907,0.344
9,11,Conversations,"4,805,366",Juice WRLD,19102888,75,0.747,0.622,-5.825,0.0838,0.176,0.151,159.93,181661,0.57
5,7,the 1,"4,587,573",Taylor Swift,42227614,75,0.777,0.357,-6.942,0.0522,0.757,0.108,139.883,210252,0.172
170,1,Freak,"4,736,059",Doja Cat,8671649,75,0.688,0.716,-5.702,0.0385,0.0969,0.0989,116.912,284480,0.373
16,20,Savage,"4,510,218",Megan Thee Stallion,4794212,75,0.843,0.741,-5.609,0.334,0.0252,0.096,168.983,155497,0.68
37,3,Stay High,"5,047,752",Juice WRLD,19102888,75,0.745,0.5,-6.184,0.135,0.439,0.0943,76.968,168685,0.433
21,30,Sigues Con El,"4,485,060","Dímelo Flow, Arcangel, Sech",231580,75,0.883,0.668,-2.957,0.113,0.11,0.0734,87.972,226533,0.676
68,24,Lights Up,"4,325,411",Harry Styles,16127908,75,0.575,0.621,-8.165,0.032,0.0392,0.141,101.987,172213,0.27
33,24,Fantasias,"4,432,324","Rauw Alejandro, Farruko",6096559,75,0.879,0.703,-4.219,0.0701,0.143,0.0569,94.004,199711,0.788
62,4,eight(Prod.&Feat. SUGA of BTS),"4,764,954",IU,4939593,75,0.676,0.869,-1.573,0.0423,0.115,0.132,120.029,167573,0.594
7,15,After Hours,"4,559,855",The Weeknd,35340069,75,0.664,0.572,-6.099,0.0305,0.0811,0.121,108.959,361027,0.143
42,12,Moral of the Story,"4,609,358",Ashe,644479,75,0.572,0.406,-8.624,0.0427,0.587,0.102,119.812,201084,0.265
4,13,No Time To Die,"4,293,009",Billie Eilish,47061119,75,0.38,0.219,-13.273,0.0358,0.917,0.0827,73.537,242265,0.0517
109,5,Broke In A Minute,"4,402,281",Tory Lanez,3828418,75,0.929,0.7,-5.595,0.0906,0.144,0.349,120.009,132024,0.802
38,18,SUGAR,"4,362,442",BROCKHAMPTON,1836564,75,0.453,0.538,-8.212,0.0638,0.449,0.19,122.973,204533,0.516
115,1,YOSEMITE,"5,686,981",Travis Scott,17732077,75,0.785,0.554,-6.571,0.0409,0.283,0.116,128.047,150043,0.144
86,5,WANNABE,"4,383,521",ITZY,2384076,75,0.809,0.911,-4.41,0.0617,0.00795,0.181,122.035,191242,0.64
44,5,Bichiyal,"4,946,613","Bad Bunny, Yaviah",36177712,75,0.737,0.766,-4.242,0.0458,0.31,0.114,93.956,196500,0.662
163,1,Black And White,"5,204,120",Niall Horan,7564659,75,0.443,0.582,-6.02,0.0482,0.0301,0.127,147.589,193090,0.239
61,12,Adicto (with Anuel AA & Ozuna),"4,785,720",Tainy,509411,75,0.734,0.836,-4.803,0.0735,0.017,0.179,80.002,270741,0.623
69,11,VIBEZ,"5,121,486",DaBaby,7601122,75,0.768,0.652,-2.708,0.307,0.113,0.107,154.187,144935,0.777
106,10,Soltera - Remix,"5,078,459","Lunay, Daddy Yankee, Bad Bunny",4963516,75,0.795,0.783,-4.271,0.0432,0.361,0.437,92.01,266087,0.799
129,3,"Lose Yourself - From ""8 Mile"" Soundtrack","5,118,004",Eminem,46814751,75,0.692,0.744,-4.565,0.257,0.00868,0.359,171.374,326467,0.0612
118,8,all the good girls go to hell,"5,074,485",Billie Eilish,47061119,75,0.726,0.444,-8.922,0.372,0.283,0.177,185.044,168840,0.569
14,6,Good News,"5,210,780",Mac Miller,6189454,75,0.794,0.32,-12.92,0.173,0.853,0.112,174.088,342040,0.241
101,7,Con Altura,"4,961,249","ROSALÍA, J Balvin, El Guincho",4769627,75,0.882,0.689,-4.027,0.124,0.39,0.0501,97.963,161627,0.746
38,2,Blue World,"7,060,589",Mac Miller,6189454,75,0.742,0.553,-8.98,0.419,0.389,0.0694,84.931,209440,0.508
138,3,Take What You Want (feat. Ozzy Osbourne & Travis Scott),"5,199,618",Post Malone,33663701,75,0.499,0.8,-2.665,0.0502,0.0906,0.147,139.919,229573,0.272
108,37,Take Me To Church,"5,907,750",Hozier,4781906,74,0.566,0.664,-5.303,0.0464,0.634,0.116,128.945,241693,0.437
81,81,Bohemian Rhapsody - Remastered 2011,"5,756,583",Queen,35888760,74,0.392,0.402,-9.961,0.0536,0.288,0.243,143.883,354320,0.228
147,24,Counting Stars,"5,647,568",OneRepublic,12169108,74,0.664,0.705,-4.972,0.0382,0.0654,0.115,122.017,257840,0.477
138,22,Another One Bites The Dust - Remastered 2011,"5,204,983",Queen,35888760,74,0.933,0.528,-6.472,0.162,0.112,0.163,109.975,214653,0.756
82,1,MASSA,"8,218,423","Tyler, The Creator",6777818,74,0.685,0.855,-6.724,0.438,0.329,0.301,157.181,223719,0.46
179,1,Been Like This,"5,362,817",Doja Cat,8640063,74,0.678,0.531,-5.029,0.0374,0.126,0.377,99.008,177373,0.176
179,1,Clueless (with Pop Smoke & Fivio Foreign),"5,335,308",Polo G,4840346,74,0.734,0.712,-6.217,0.201,0.391,0.103,140.369,165405,0.674
10,8,On The Ground,"5,655,879",ROSÉ,1094731,74,0.311,0.607,-6.578,0.11,0.0174,0.131,188.7,168086,0.286
20,5,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),"5,480,722",Taylor Swift,42227614,74,0.66,0.817,-6.269,0.0521,0.162,0.0667,135.942,277592,0.714
150,1,Come Through (feat. Chris Brown),"5,531,998",H.E.R.,4138951,74,0.615,0.422,-8.019,0.0504,0.604,0.112,135.859,214094,0.185
28,3,Unstable (feat. The Kid LAROI),"5,137,645",Justin Bieber,48544923,74,0.495,0.333,-10.109,0.0288,0.737,0.112,99.757,158324,0.37
193,3,Payphone,"5,052,717","Maroon 5, Wiz Khalifa",32279979,74,0.739,0.756,-4.828,0.0394,0.0136,0.37,110.028,231387,0.523
56,2,Selfish Love (with Selena Gomez),"6,020,785",DJ Snake,7408249,74,0.723,0.646,-7.973,0.102,0.0206,0.0994,110.971,168649,0.443
168,1,DAYWALKER! (feat. CORPSE),"5,439,646",Machine Gun Kelly,3868320,74,0.632,0.922,-2.173,0.0794,0.00558,0.0927,88.972,137747,0.497
86,12,All We Got (feat. KIDDO),"5,156,937",Robin Schulz,2786366,74,0.504,0.76,-4.246,0.0426,0.286,0.151,183.933,190218,0.64
180,1,Real As It Gets (feat. EST Gee),"5,170,861",Lil Baby,7816213,74,0.779,0.705,-5.891,0.163,0.00471,0.0971,140.005,192804,0.196
46,19,SO DONE,"5,440,707",The Kid LAROI,2238190,74,0.719,0.598,-6.254,0.077,0.232,0.115,142.592,126521,0.303
132,9,Si Me Tomo Una Cerveza,"5,427,534","Migrantes, Alico",114348,74,0.72,0.613,-6.899,0.0572,0.185,0.155,84.974,182199,0.857
17,31,Caramelo,"4,790,233",Ozuna,29238936,74,0.728,0.806,-3.766,0.0623,0.0531,0.153,168.084,217547,0.698
138,13,Don't Stop Me Now - Remastered 2011,"4,630,572",Queen,35910149,74,0.563,0.865,-5.277,0.16,0.0472,0.77,156.271,209413,0.601
49,4,Tequila Shots,"4,540,781",Kid Cudi,5002317,74,0.712,0.556,-7.214,0.0531,0.084,0.527,90.494,193293,0.22
172,1,Plastic Hearts,"5,816,739",Miley Cyrus,15778531,74,0.551,0.756,-4.948,0.0652,0.0511,0.0765,175.984,205733,0.618
129,14,Quiéreme Mientras Se Pueda,"4,899,440",Manuel Turizo,7909963,74,0.793,0.782,-3.945,0.0582,0.447,0.124,143.86,191945,0.81
162,4,Moonwalking in Calabasas (feat. Blueface) - Remix,"4,863,053",DDG,486194,74,0.928,0.341,-10.196,0.103,0.0614,0.162,129.966,170233,0.745
133,8,24 (feat. Lil Baby),"4,904,772",Money Man,345027,74,0.868,0.638,-7.746,0.0736,0.146,0.0931,126.03,182857,0.459
14,6,FRANCHISE (feat. Young Thug & M.I.A.),"4,821,213",Travis Scott,17732077,74,0.835,0.699,-5.405,0.277,0.00671,0.195,154.981,202795,0.547
19,28,MAMACITA,"5,016,343","Black Eyed Peas, Ozuna, J. Rey Soul",5966748,74,0.894,0.635,-6.929,0.0473,0.193,0.0823,105.013,249143,0.428
72,2,Hit Different,"5,049,863","SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",5888533,74,0.679,0.516,-6.371,0.0452,0.199,0.0965,120.074,202008,0.716
122,29,Jangueo,"4,877,753","Alex Rose, Rafa Pabön",2168452,74,0.861,0.678,-4.157,0.0536,0.253,0.106,103.994,259600,0.723
86,8,What's Love Got to Do with It,"4,538,382","Kygo, Tina Turner",7593792,74,0.75,0.664,-5.908,0.154,0.275,0.0632,105.023,208156,0.617
8,8,Life's A Mess (feat. Halsey),"4,883,202",Juice WRLD,19102888,74,0.63,0.446,-8.9,0.0351,0.337,0.166,143.078,202193,0.177
50,22,Walk Em Down (feat. Roddy Ricch),"4,371,370",NLE Choppa,6608815,74,0.867,0.744,-5.171,0.227,0.268,0.0713,84.005,173288,0.645
49,23,Diosa,"4,868,180",Myke Towers,6161098,74,0.801,0.745,-3.733,0.063,0.398,0.153,104.965,214013,0.245
6,23,Ignorantes,"4,613,982","Bad Bunny, Sech",36177712,74,0.85,0.536,-5.161,0.0599,0.267,0.0996,96.029,210607,0.505
22,12,BELIEVE IT,"4,361,970","PARTYNEXTDOOR, Rihanna",3129968,74,0.43,0.7,-5.35,0.264,0.0902,0.216,158.373,183219,0.731
128,1,Go Stupid,"5,464,816","Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",4849204,74,0.92,0.833,-3.18,0.253,0.0277,0.0596,141.034,165726,0.645
97,11,Tutu,"4,393,037","Camilo, Pedro Capó",10580764,74,0.731,0.832,-2.592,0.0503,0.273,0.0665,146.013,178613,0.94
37,12,Ayy Macarena,"5,046,905",Tyga,6298789,74,0.816,0.629,-5.568,0.226,0.133,0.0692,96.493,131607,0.714
113,2,Who (feat. BTS),"5,004,752",Lauv,4442273,74,0.632,0.345,-8,0.0349,0.551,0.104,141.641,180413,0.0818
191,1,"fuck, i'm lonely (with Anne-Marie)","5,226,991",Lauv,4442273,74,0.806,0.558,-6.46,0.0683,0.482,0.0618,95.016,198973,0.678
123,8,GOODMORNINGTOKYO!,"5,286,044",TOKYO’S REVENGE,313480,74,0.907,0.539,-7.782,0.36,0.0408,0.253,124.918,150115,0.664
58,2,My Time,"5,212,053",BTS,37151476,74,0.674,0.64,-5.139,0.0339,0.151,0.0925,99.908,234458,0.664
185,1,Drown (feat. Clinton Kane),"5,186,141",Martin Garrix,14921269,74,0.573,0.739,-5.455,0.0581,0.212,0.175,120.077,174062,0.363
95,7,"Yo x Ti, Tu x Mi","5,202,210","ROSALÍA, Ozuna",4769627,74,0.78,0.759,-3.292,0.225,0.462,0.143,91.952,201040,0.579
157,7,Pa' Olvidarme De Ella,"5,066,711","Piso 21, Christian Nodal",7226268,74,0.728,0.542,-5.195,0.0514,0.259,0.136,90.016,227234,0.637
140,7,Only Human,"4,953,866",Jonas Brothers,5436999,74,0.795,0.496,-5.883,0.0722,0.108,0.0645,94.01,183000,0.874
136,7,Otro Trago - Remix,"4,803,294","Sech, Ozuna, Anuel AA, Darell, Nicky Jam",8766508,74,0.725,0.79,-2.331,0.197,0.0711,0.0602,175.988,287773,0.763
113,5,FML,"6,350,496",Arizona Zervas,621200,74,0.822,0.575,-5.95,0.0934,0.113,0.106,100.087,223000,0.616
