Highest Charting Position,Number of Times Charted,Song Name,Streams,Artist,Artist Followers,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
97,9,Esquema Preferido,"5,356,696","DJ Ivis, Tarcísio do Acordeon",342930,73,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,190680,0.907
138,2,Chemtrails Over The Country Club,"5,418,816",Lana Del Rey,13697048,73,0.334,0.276,-13.125,0.0643,0.877,0.113,201.025,271177,0.429
40,9,Ropa Cara,"5,249,427",Camilo,10580764,73,0.813,0.526,-4.787,0.125,0.105,0.11,170.002,163320,0.608
54,7,Antes,"5,232,377","Anuel AA, Ozuna",18306226,73,0.817,0.737,-5.453,0.102,0.046,0.092,93.985,206587,0.67
89,2,You (with Marshmello & Vance Joy),"5,342,938",benny blanco,804613,73,0.668,0.563,-6.433,0.0522,0.0493,0.119,103.116,169632,0.305
137,1,Los Dioses,"5,929,507","Anuel AA, Ozuna",18306226,73,0.817,0.737,-5.453,0.102,0.046,0.092,93.985,206587,0.67
116,8,De Cora <3,"4,864,544","Rauw Alejandro, J Balvin",6096559,73,0.811,0.683,-2.028,0.241,0.46,0.128,176.037,190101,0.571
177,1,Don't Play,"5,119,828","Anne-Marie, KSI, Digital Farm Animals",8153871,73,0.695,0.784,-6.564,0.0402,0.0889,0.0843,128.031,188581,0.52
53,5,7 Summers,"5,064,504",Morgan Wallen,2147875,73,0.466,0.786,-5.13,0.0328,0.417,0.125,203.903,210507,0.571
76,8,Fever,"4,769,618","Dua Lipa, Angèle",27167675,73,0.868,0.693,-7.052,0.181,0.0597,0.106,114.999,156911,0.396
17,3,YO VISTO ASÍ,"6,388,079",Bad Bunny,36177712,73,0.688,0.881,-4.889,0.0474,0.0947,0.0804,123.013,191526,0.677
74,3,MORE,"5,602,168","K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends",1245965,73,0.66,0.787,-4.592,0.032,0.00257,0.323,142.018,217088,0.199
117,4,Papi Chulo,"5,361,669","Octavian, Skepta",213344,73,0.866,0.563,-6.964,0.108,0.185,0.0889,127.954,161668,0.307
124,3,Sweet Melody,"5,201,322",Little Mix,9398941,73,0.448,0.824,-4.249,0.057,0.0739,0.113,119.965,213693,0.419
119,11,Madrid (feat. Myke Towers),"5,064,484",Maluma,26784251,73,0.764,0.741,-3.617,0.101,0.239,0.107,170.081,198570,0.802
29,32,Favorito,"4,787,127",Camilo,10580764,73,0.611,0.851,-2.982,0.0598,0.229,0.232,178.032,211613,0.823
137,2,Fake,"5,010,179","Lauv, Conan Gray",4442273,73,0.703,0.657,-5.363,0.0783,0.139,0.093,82.96,146375,0.455
65,1,Rich Nigga Shit (feat. Young Thug),"9,129,562","21 Savage, Metro Boomin",9949044,73,0.825,0.733,-5.625,0.0969,0.349,0.112,97.974,190331,0.62
86,8,Tap In,"5,220,309",Saweetie,1255573,73,0.954,0.696,-7.117,0.204,0.00576,0.0754,100.036,139413,0.432
197,1,Who's Laughing Now,"4,526,982",Ava Max,3916979,73,0.648,0.641,-5.521,0.0389,0.00565,0.109,184.021,180348,0.505
65,8,Nobody's Love,"4,957,966",Maroon 5,32279979,73,0.485,0.567,-6.456,0.0388,0.316,0.0949,93.676,211254,0.157
13,21,Savage Remix (feat. Beyoncé),"4,568,308","Beyoncé, Megan Thee Stallion",28335112,73,0.822,0.743,-4.772,0.28,0.016,0.127,84.459,242001,0.636
91,3,Not Shy,"4,982,232",ITZY,2384076,73,0.776,0.911,-3.08,0.131,0.155,0.268,101.027,177728,0.56
117,16,PAM,"4,501,441","Justin Quiles, Daddy Yankee, El Alfa",2897862,73,0.889,0.863,-3.011,0.0757,0.289,0.0798,112.953,201000,0.776
72,4,Stay Gold,"4,405,338",BTS,37151476,73,0.723,0.634,-5.415,0.0542,0.0892,0.0787,129.017,243267,0.582
77,14,Rover (feat. DTG),"4,488,631",S1mba,46992,73,0.613,0.624,-6.66,0.206,0.496,0.283,62.948,167917,0.804
25,4,Blood On My Jeans,"4,978,899",Juice WRLD,19102888,73,0.868,0.55,-6.417,0.226,0.183,0.109,117.943,154767,0.464
26,20,Amarillo,"4,695,091",J Balvin,29067437,73,0.641,0.857,-5.725,0.301,0.013,0.0695,122.728,157733,0.961
31,20,Skechers,"4,669,248",DripReport,92356,73,0.903,0.327,-9.727,0.0877,0.26,0.108,100.008,106000,0.274
46,2,Man Of The Year,"6,223,001",Juice WRLD,19102888,73,0.621,0.695,-5.124,0.0911,0.00584,0.086,173.966,136408,0.298
56,4,Tommy Lee (feat. Post Malone),"5,031,845",Tyla Yaweh,359133,73,0.457,0.621,-5.923,0.138,0.218,0.0944,85.359,224638,0.634
158,9,El Efecto - Remix,"4,433,384","Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",6096559,73,0.771,0.769,-3.504,0.0694,0.18,0.345,167.969,289899,0.931
21,15,P2,"4,769,996",Lil Uzi Vert,11821805,73,0.775,0.72,-5.353,0.193,0.0236,0.114,155.086,234627,0.49
163,5,The Take (feat. Chris Brown),"4,394,195",Tory Lanez,3828418,73,0.464,0.547,-8.137,0.339,0.0511,0.155,67.003,221492,0.423
192,3,Cradles,"4,218,201",Sub Urban,908351,73,0.534,0.589,-1.865,0.325,0.256,0.176,78.616,209829,0.632
65,12,TOES (feat. Lil Baby & Moneybagg Yo),"4,878,903",DaBaby,7601122,73,0.816,0.582,-4.141,0.341,0.0794,0.0916,160.004,136366,0.542
90,10,Quizas,"5,112,244","Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",206225,73,0.727,0.815,-2.454,0.153,0.0258,0.231,176.075,216067,0.677
46,9,Trampoline (with ZAYN),"5,075,520",SHAED,139434,73,0.619,0.459,-5.782,0.0334,0.56,0.137,126.803,184280,0.498
135,6,Talk (feat. Disclosure),"4,940,984",Khalid,14190858,73,0.9,0.4,-8.575,0.127,0.0516,0.0599,135.984,197573,0.346
120,3,Break My Stride,"5,312,936",Matthew Wilder,30386,73,0.917,0.588,-11.047,0.0607,0.195,0.0914,110.077,184480,0.828
182,3,Post Malone (feat. RANI),"4,855,270",Sam Feldt,639516,73,0.59,0.642,-3.87,0.122,0.0771,0.105,107.356,174444,0.651
131,3,Stuck In A Dream (feat. Gunna),"5,258,047",Lil Mosey,3818503,73,0.748,0.648,-6.445,0.0816,0.484,0.126,139.952,123560,0.726
59,1,Trampoline,"8,896,030","SHAED, ZAYN",139434,73,0.619,0.459,-5.782,0.0334,0.56,0.137,126.803,184280,0.498
3,83,Roses - Imanbek Remix,"6,653,690",SAINt JHN,742692,72,0.769,0.719,-5.472,0.0474,0.0143,0.359,121.955,176867,0.863
166,1,Malibu (feat. Polo G),"5,456,648",Migos,11690201,72,0.831,0.719,-6.836,0.235,0.514,0.0675,155.038,248652,0.859
195,1,Painting Pictures,"5,119,845",Polo G,4840346,72,0.522,0.466,-8.05,0.458,0.331,0.11,78.43,137692,0.459
106,1,Voilà,"6,935,400",Barbara Pravi,75496,72,0.447,0.337,-8.665,0.0631,0.773,0.298,135.379,176816,0.603
134,1,Dark Side,"6,277,641",Blind Channel,121225,72,0.571,0.955,-3.795,0.105,0.00254,0.274,98.01,177790,0.437
127,2,Choker,"5,150,176",Twenty One Pilots,20823062,72,0.7,0.664,-8.211,0.0394,0.306,0.249,142.009,223066,0.585
30,1,1 0 0 . m i l �?(with Bas),"15,171,655",J. Cole,14097410,72,0.711,0.647,-5.667,0.0822,0.334,0.312,125.092,163302,0.227
199,1,Paradigmas,"5,018,076",Jorge & Mateus,15013645,72,0.686,0.789,-4.103,0.126,0.322,0.4,157.932,157355,0.822
33,5,Met Him Last Night (feat. Ariana Grande),"5,200,695",Demi Lovato,20331923,72,0.538,0.512,-4.548,0.0262,0.22,0.101,144.978,204632,0.12
9,6,As I Am (feat. Khalid),"5,896,065",Justin Bieber,48544923,72,0.595,0.543,-8.149,0.038,0.127,0.0975,99.928,174406,0.109
84,1,The Way I Loved You (Taylor’s Version),"7,736,262",Taylor Swift,42227614,72,0.402,0.732,-4.665,0.0484,0.0033,0.108,161.032,243137,0.472
139,1,Ruff Ryders' Anthem,"5,988,511",DMX,2815928,72,0.88,0.577,-8.093,0.302,0.0564,0.201,90.991,214440,0.74
166,1,Life's A Mess II (with Clever & Post Malone),"5,393,459",Juice WRLD,19102888,72,0.53,0.37,-9.989,0.0279,0.806,0.112,140.061,206734,0.701
175,1,Mona Lisa,"5,208,787","Booba, JSX",2161609,72,0.784,0.529,-7.681,0.0742,0.683,0.118,134.041,187362,0.246
74,1,Only Wanna Be With You - Pokémon 25 Version,"7,464,020",Post Malone,33663701,72,0.47,0.709,-4.563,0.0299,0.00124,0.302,98.036,241360,0.247
162,3,Mds,"5,046,418","Kawe, Mc Lele JP",444736,72,0.885,0.561,-5.331,0.249,0.261,0.121,140.02,125143,0.644
121,7,Way Out (feat. Big Sean),"4,962,949",Jack Harlow,1053324,72,0.945,0.582,-8.357,0.0719,0.114,0.103,108.025,168906,0.907
191,1,Buss It,"4,915,403",Erica Banks,41551,72,0.956,0.502,-5.995,0.213,0.0593,0.238,110.003,187000,0.795
67,13,Deep End,"5,622,565",Fousheé,411262,72,0.868,0.479,-6.687,0.445,0.703,0.102,133.928,115200,0.776
166,11,Investe Em Mim,"5,191,001",Jonas Esticado,1293055,72,0.632,0.953,-1.283,0.0325,0.317,0.125,160.061,186533,0.798
197,1,Lance Individual,"5,152,906",Jorge & Mateus,15019109,72,0.752,0.62,-5.536,0.0509,0.309,0.075,117.399,164459,0.962
180,2,Jenny (I Wanna Ruin Our Friendship),"5,364,223",Studio Killers,181236,72,0.668,0.798,-5.701,0.0334,0.00305,0.277,133.928,215280,0.575
63,1,120,"10,957,181",Bad Bunny,36177712,72,0.636,0.656,-5.542,0.0676,0.451,0.287,171.918,151506,0.439
36,22,Djadja (feat. Maluma) - Remix,"5,203,423",Aya Nakamura,2953525,72,0.791,0.682,-7.328,0.158,0.175,0.0926,98.031,166851,0.672
144,4,Blueberry Eyes (feat. SUGA of BTS),"5,158,896",MAX,689627,72,0.746,0.611,-7.034,0.101,0.454,0.133,149.967,172245,0.411
85,12,Caramelo - Remix,"5,033,798","Ozuna, KAROL G, Myke Towers",29238936,72,0.754,0.796,-3.743,0.139,0.062,0.204,168.045,233160,0.62
38,7,Me Gusta (with Cardi B & Myke Towers),"4,914,412",Anitta,10741972,72,0.91,0.604,-4.392,0.082,0.448,0.0863,110.075,180788,0.807
89,9,Bande organisée,"5,112,572","13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",249910,72,0.901,0.939,-2.762,0.274,0.117,0.0643,142.948,356347,0.805
99,2,Daylight,"6,819,838","Joji, Diplo",4759367,72,0.528,0.749,-7.571,0.0479,0.00488,0.0949,163.944,163906,0.729
24,5,Over Now (with The Weeknd),"4,867,620",Calvin Harris,21946934,72,0.612,0.884,-4.113,0.0454,0.0759,0.247,178.043,210795,0.679
188,1,drunk face,"4,834,258",Machine Gun Kelly,3868320,72,0.691,0.77,-4.578,0.0367,0.0282,0.497,90.024,143901,0.344
152,3,ADMV,"4,737,291",Maluma,26784251,72,0.565,0.39,-4.959,0.0556,0.817,0.126,163.781,193700,0.708
55,4,Hallucinate,"4,472,669",Dua Lipa,27167675,72,0.627,0.69,-5.396,0.139,0.033,0.0742,122.053,208505,0.627
35,6,Tell Me U Luv Me (with Trippie Redd),"4,798,078",Juice WRLD,19102888,72,0.66,0.76,-5.726,0.0787,0.291,0.632,127.984,180129,0.394
27,3,Bad Energy,"4,761,155",Juice WRLD,19102888,72,0.654,0.452,-6.36,0.0439,0.17,0.114,138.034,186749,0.532
43,2,Up Up And Away,"6,229,316",Juice WRLD,19102888,72,0.661,0.665,-6.356,0.053,0.538,0.0981,75.059,147548,0.486
2,29,Yummy,"4,599,349",Justin Bieber,48544923,72,0.687,0.514,-6.612,0.0897,0.366,0.116,145.921,210427,0.494
79,2,Something Special,"4,535,580",Pop Smoke,6852509,72,0.739,0.616,-6.963,0.0338,0.252,0.101,91.071,158466,0.654
72,8,Deep End Freestyle,"5,280,810","Sleepy Hallow, Fousheé",411262,72,0.868,0.479,-6.687,0.445,0.703,0.102,133.928,115200,0.776
166,1,Girls in the Hood,"4,577,209",Megan Thee Stallion,4794212,72,0.821,0.863,-3.159,0.353,0.00824,0.0377,180.013,154324,0.874
47,8,PA' ROMPERLA,"4,312,675","Bad Bunny, Don Omar",36177712,72,0.772,0.83,-5.019,0.0599,0.016,0.0843,94.011,194200,0.697
48,6,BYE ME FUI,"4,567,732",Bad Bunny,36177712,72,0.712,0.599,-6.342,0.112,0.412,0.103,179.788,178000,0.588
30,9,Level of Concern,"4,252,898",Twenty One Pilots,20829526,72,0.754,0.583,-7.34,0.0432,0.32,0.144,122.012,220051,0.77
99,2,Freedom,"4,573,723","Kygo, Zak Abel",7593792,72,0.715,0.635,-6.591,0.0791,0.127,0.0862,112.887,198635,0.39
197,1,ANGELS & DEMONS,"4,435,538",jxdn,799682,72,0.554,0.8,-3.936,0.0395,0.119,0.629,115.056,160120,0.463
44,20,Muévelo,"4,407,165","Nicky Jam, Daddy Yankee",14831925,72,0.594,0.808,-2.409,0.0489,0.415,0.565,188.09,194892,0.919
47,15,Me Gusta,"4,440,661","Shakira, Anuel AA",22136717,72,0.775,0.696,-5.184,0.0681,0.0559,0.157,92.007,190570,0.775
29,6,Pero Ya No,"4,666,658",Bad Bunny,36177712,72,0.882,0.612,-6.103,0.118,0.0475,0.182,147.982,160638,0.742
130,3,B.S. (feat. H.E.R.),"4,557,817",Jhené Aiko,4720858,72,0.617,0.525,-10.426,0.12,0.554,0.135,135.781,212867,0.377
45,4,Soliá,"4,516,243",Bad Bunny,36177712,72,0.71,0.81,-5.507,0.0854,0.117,0.154,92.041,159282,0.184
105,6,Girl,"5,434,180",Myke Towers,6161098,72,0.733,0.708,-4.957,0.0937,0.0325,0.324,93.021,186427,0.694
69,7,Mean It,"5,110,064","Lauv, LANY",4442273,72,0.746,0.45,-8.543,0.0872,0.0407,0.172,95.998,232853,0.336
139,9,Infeliz,"5,490,386","Arcangel, Bad Bunny",6671084,72,0.713,0.798,-3.147,0.219,0.366,0.246,176.073,221103,0.721
60,10,Que Tire Pa Lante,"5,436,773",Daddy Yankee,23936368,72,0.658,0.901,-2.814,0.0357,0.0478,0.12,93.979,210520,0.708
58,10,Own It (feat. Ed Sheeran & Burna Boy),"5,273,046",Stormzy,2317758,72,0.817,0.781,-4.178,0.112,0.00838,0.123,104,216707,0.359
54,1,Louder than bombs,"10,016,907",BTS,37151476,72,0.643,0.667,-6.993,0.152,0.0433,0.0904,145.999,217404,0.485
56,1,UGH!,"9,991,177",BTS,37151476,72,0.72,0.824,-5.086,0.128,0.0394,0.0509,165.998,225012,0.333
67,1,00:00 (Zero O’Clock),"9,372,219",BTS,37151476,72,0.566,0.548,-6.456,0.0579,0.0802,0.11,157.999,250296,0.196
74,1,Friends,"8,822,365",BTS,37151476,72,0.55,0.747,-5.211,0.0407,0.0668,0.0536,79.98,199339,0.648
75,1,We are Bulletproof : the Eternal,"8,516,710",BTS,37151476,72,0.526,0.575,-5.215,0.0309,0.225,0.108,84.047,261543,0.19
84,1,Moon,"7,850,129",BTS,37151476,72,0.703,0.646,-6.658,0.0596,0.0104,0.191,141.87,208590,0.64
186,2,Too Good At Goodbyes,"4,984,764",Sam Smith,17097317,72,0.681,0.372,-8.237,0.0432,0.64,0.169,91.873,201000,0.476
161,7,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","5,148,516","Justin Quiles, Natti Natasha, Farruko",2897862,72,0.743,0.709,-3.922,0.0879,0.0451,0.0809,170.001,258600,0.831
158,5,The London (feat. J. Cole & Travis Scott),"4,791,732","J. Cole, Young Thug",6383275,72,0.796,0.586,-6.946,0.147,0.0247,0.132,97.981,200107,0.179
181,4,As the World Caves In,"5,145,493",Sarah Cothran,180723,71,0.422,0.25,-6.836,0.0351,0.441,0.35,124.026,161613,0.246
128,1,Avalanche,"6,323,268",Migos,11690201,71,0.917,0.623,-8.231,0.135,0.0985,0.0833,126.063,206272,0.687
25,1,a p p l y i n g . p r e s s u r e,"15,967,986",J. Cole,14097410,71,0.699,0.759,-5.302,0.311,0.0814,0.312,83.092,177337,0.404
48,1,h u n g e r . o n . h i l l s i d e (with Bas),"11,647,489",J. Cole,14097410,71,0.563,0.703,-5.756,0.0702,0.126,0.213,94.983,238972,0.294
26,4,Gone,"5,427,638",ROSÉ,1099480,71,0.647,0.377,-6.003,0.0375,0.594,0.0768,79.936,207164,0.653
50,3,Ghost,"5,013,450",Justin Bieber,48544923,71,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,153190,0.441
121,1,Patience (feat. YUNGBLUD & Polo G),"6,155,698",KSI,2010879,71,0.616,0.741,-4.272,0.0426,0.00251,0.307,122.012,181720,0.431
38,2,test drive,"6,591,829",Ariana Grande,67208170,71,0.698,0.708,-4.943,0.0454,0.0251,0.124,115.036,122174,0.322
5,19,Ice Cream (with Selena Gomez),"4,812,765",BLACKPINK,23848461,71,0.79,0.701,-4.81,0.365,0.0317,0.0311,159.972,177813,0.91
151,5,Heart Of Glass (Live from the iHeart Festival),"6,006,877",Miley Cyrus,15778531,71,0.58,0.908,-5.303,0.0341,0.000335,0.087,115.016,213672,0.427
49,12,Ayer Me Llamó Mi Ex (feat. Lenny Santos),"5,220,504",KHEA,3198705,71,0.752,0.716,-5.2,0.0325,0.254,0.243,117.007,206760,0.553
116,1,Epidemic,"6,292,620",Polo G,4849204,71,0.616,0.617,-8.431,0.52,0.128,0.177,175.929,177273,0.476
76,17,Tak Tiki Tak,"4,761,286",Harry Nach,134339,71,0.801,0.579,-4.78,0.0813,0.333,0.172,99.994,212406,0.231
194,1,Hot Stuff,"4,569,978","Kygo, Donna Summer",7593792,71,0.681,0.773,-5.749,0.148,0.019,0.11,119.961,199008,0.429
8,5,the last great american dynasty,"4,389,670",Taylor Swift,42227614,71,0.686,0.662,-8.505,0.0413,0.467,0.109,147.922,230999,0.706
10,4,my tears ricochet,"5,111,416",Taylor Swift,42227614,71,0.456,0.263,-10.63,0.0332,0.806,0.0749,129.86,255894,0.111
17,4,invisible string,"4,424,118",Taylor Swift,42227614,71,0.653,0.452,-11.143,0.055,0.838,0.108,83.433,252881,0.45
24,3,betty,"5,112,180",Taylor Swift,42227614,71,0.593,0.377,-8.761,0.0253,0.6,0.0976,95.939,294521,0.502
86,5,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","4,583,475",Ty Dolla $ign,3866304,71,0.818,0.598,-5.948,0.113,0.0573,0.634,111.052,231618,0.331
33,30,Morado,"4,561,936",J Balvin,29067437,71,0.881,0.696,-3.838,0.0797,0.137,0.0927,97.002,200667,0.781
163,1,TELL ME WHY,"5,056,986",The Kid LAROI,2238190,71,0.6,0.723,-4.928,0.158,0.109,0.167,149.881,195268,0.463
24,3,Titanic,"4,687,464",Juice WRLD,19102888,71,0.567,0.545,-6.668,0.0448,0.168,0.112,174.146,176650,0.234
49,2,Can't Die,"5,777,859",Juice WRLD,19102888,71,0.652,0.671,-5.89,0.0756,0.0222,0.107,84.008,182922,0.274
53,2,Gangstas,"5,104,422",Pop Smoke,6852509,71,0.548,0.506,-7.434,0.102,0.203,0.0788,119.987,160000,0.557
142,3,Emotionally Scarred,"4,633,237",Lil Baby,7816213,71,0.585,0.641,-4.269,0.133,0.0286,0.316,88.284,197530,0.266
145,7,Airwaves,"4,352,767",Pashanim,208926,71,0.885,0.578,-7.416,0.0783,0.0739,0.102,131.999,178933,0.388
84,15,In Your Eyes (feat. Alida),"4,654,587","Alida, Robin Schulz",2786366,71,0.57,0.672,-5.888,0.0716,0.172,0.0768,120.018,208222,0.461
63,2,This Is America,"4,727,415",Childish Gambino,8099554,71,0.854,0.463,-6.159,0.137,0.117,0.354,120.024,225773,0.549
60,5,BAD CON NICKY,"4,432,210","Bad Bunny, Nicky Jam",36177712,71,0.59,0.729,-4.95,0.0893,0.321,0.659,93.094,202240,0.712
159,1,Together,"4,861,870",Sia,20528724,71,0.521,0.877,-5.444,0.0683,0.0132,0.0929,180.007,205208,0.199
98,8,Astronomia,"4,642,284","Vicetone, Tony Igy",378114,71,0.653,0.945,-2.634,0.096,0.00561,0.439,126.093,198095,0.326
51,1,Time Flies,"9,904,749",Drake,56327031,71,0.864,0.477,-5.786,0.224,0.201,0.182,86.46,192932,0.5
117,8,Good as Hell (feat. Ariana Grande),"4,176,083",Lizzo,3991674,71,0.668,0.892,-3.001,0.0645,0.298,0.735,95.927,159011,0.478
63,4,8��25��,"4,684,378",Bad Bunny,36177712,71,0.761,0.732,-5.469,0.0549,0.092,0.0716,151.982,243276,0.542
81,3,Se Me Olvidó,"4,591,194",Christian Nodal,8123757,71,0.65,0.558,-3.082,0.0309,0.368,0.303,141.82,159533,0.725
167,1,Young & Alive,"5,578,323",Bazzi,4421378,71,0.716,0.563,-5.486,0.0425,0.326,0.119,86.005,160465,0.495
75,6,Sum 2 Prove,"6,497,610",Lil Baby,7816213,71,0.823,0.552,-7.57,0.324,0.0174,0.122,124.038,205760,0.418
103,7,me & ur ghost,"5,184,069",blackbear,4272745,71,0.742,0.679,-4.594,0.0259,0.0488,0.0754,100.041,201398,0.856
79,1,Inner Child,"8,312,399",BTS,37151476,71,0.589,0.696,-7.981,0.0725,0.017,0.0808,134.953,233266,0.332
65,7,Good as Hell (feat. Ariana Grande) - Remix,"6,066,001",Lizzo,3991674,71,0.668,0.892,-3.001,0.0645,0.298,0.735,95.927,159011,0.478
86,6,Graveyard,"5,044,853",Halsey,15663384,71,0.667,0.583,-5.127,0.0747,0.231,0.181,92.043,181806,0.187
153,3,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","4,816,702",DJ Snake,7408249,71,0.842,0.801,-4.167,0.228,0.157,0.0642,95.881,212500,0.617
128,1,Candy,"5,632,102",Doja Cat,8671649,71,0.689,0.516,-5.857,0.0444,0.513,0.163,124.876,190920,0.209
95,1,Butter (Instrumental),"7,450,126",BTS,37106176,70,0.429,0.387,-7.486,0.0753,0.000178,0.142,109.893,162147,0.41
199,1,10 Years,"5,152,139",Daði Freyr,169137,70,0.798,0.621,-6.916,0.0391,0.0141,0.0926,123.038,166000,0.443
32,1,p u n c h i n �?. t h e . c l o c k,"14,051,831",J. Cole,14097410,70,0.769,0.74,-6.579,0.378,0.197,0.171,94.104,112579,0.692
36,2,t h e . c l i m b . b a c k,"12,648,655",J. Cole,14097410,70,0.618,0.632,-6.973,0.346,0.0526,0.353,81.446,306257,0.319
44,2,2 Much,"5,794,583",Justin Bieber,48544923,70,0.583,0.444,-8.601,0.0456,0.593,0.353,119.59,152796,0.167
185,1,Párteme La Cara,"5,079,580","C. Tangana, Ed Maverick",1453875,70,0.761,0.296,-10.22,0.0484,0.551,0.134,127.938,167867,0.579
99,3,Ohne Dich,"5,487,774","KASIMIR1441, badmómzjay, WILDBWOYS",197320,70,0.807,0.535,-6.519,0.349,0.191,0.125,156.013,125720,0.925
90,4,Somebody’s Problem,"5,332,437",Morgan Wallen,2147875,70,0.657,0.54,-7.675,0.0287,0.662,0.123,136.97,161773,0.625
66,2,De Una Vez,"5,186,567",Selena Gomez,28931149,70,0.659,0.479,-6.79,0.2,0.152,0.268,163.882,155956,0.0395
168,1,865,"5,160,123",Morgan Wallen,2147875,70,0.532,0.584,-5.254,0.0248,0.723,0.101,88.003,190680,0.367
65,10,La Luz,"4,906,324","Sech, J Balvin",8766508,70,0.665,0.697,-4.819,0.154,0.427,0.599,94.053,216747,0.556
107,1,Gnat,"8,614,955",Eminem,46814751,70,0.835,0.869,-4.582,0.27,0.248,0.462,140.945,224656,0.82
19,2,gold rush,"7,901,968",Taylor Swift,42227614,70,0.512,0.462,-10.491,0.0408,0.83,0.121,112.05,185320,0.353
74,1,Real Shit (with benny blanco),"9,325,928",Juice WRLD,19102888,70,0.703,0.703,-4.672,0.133,0.605,0.12,76.017,183783,0.697
29,2,TE DESEO LO MEJOR,"6,204,228",Bad Bunny,36177712,70,0.763,0.597,-5.054,0.0416,0.158,0.111,126.054,139576,0.194
43,2,LA DROGA,"5,375,449",Bad Bunny,36177712,70,0.643,0.727,-5.506,0.0389,0.0439,0.123,90.019,162299,0.295
41,1,HOY COBRÉ,"12,914,431",Bad Bunny,36177712,70,0.86,0.725,-6.7,0.249,0.0464,0.0994,145.001,162151,0.375
59,1,SORRY PAPI,"11,066,606","Bad Bunny, ABRA",36177712,70,0.612,0.561,-6.054,0.0851,0.0601,0.145,191.911,163053,0.393
140,5,Enchule,"5,561,227",Rauw Alejandro,6096559,70,0.763,0.666,-3.316,0.194,0.153,0.301,90.086,185719,0.587
38,2,safety net (feat. Ty Dolla $ign),"5,798,744",Ariana Grande,67208170,70,0.552,0.599,-5.75,0.0404,0.0703,0.0986,161.884,208457,0.0916
81,16,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","4,727,923","Feid, J Balvin, Justin Quiles",613348,70,0.793,0.737,-4.731,0.0785,0.0765,0.0747,167.969,333800,0.697
65,5,Blastoff (feat. Juice Wrld & Trippie Redd),"4,628,159","Internet Money, Diplo",412466,70,0.761,0.517,-6.916,0.0927,0.114,0.157,147.912,174730,0.46
4,20,GOOBA,"4,690,955",6ix9ine,6514102,70,0.611,0.688,-5.688,0.341,0.0264,0.251,178.462,132303,0.393
167,1,Máquina do Tempo,"4,938,139",Matuê,3263283,70,0.629,0.727,-4.387,0.0499,0.0647,0.138,149.978,230400,0.132
82,2,THE BADDEST,"4,642,057","K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",1245965,70,0.676,0.857,-4.368,0.0438,0.0215,0.254,149.981,162600,0.717
71,12,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,"4,624,448",Conkarah,67074,70,0.824,0.854,-5.312,0.177,0.016,0.117,95.114,210329,0.896
5,11,Sour Candy (with BLACKPINK),"4,556,900",Lady Gaga,18585963,70,0.752,0.87,-3.812,0.0623,0.0604,0.489,120.006,157707,0.784
13,3,mirrorball,"5,564,072",Taylor Swift,42227614,70,0.553,0.413,-10.037,0.0334,0.687,0.0594,110.107,208978,0.379
18,3,this is me trying,"5,128,412",Taylor Swift,42227614,70,0.515,0.476,-9.843,0.0328,0.314,0.171,135.886,195097,0.412
20,3,illicit affairs,"5,053,658",Taylor Swift,42227614,70,0.559,0.31,-10.445,0.0338,0.881,0.106,119.845,190898,0.46
47,7,The Bigger Picture,"4,629,083",Lil Baby,7816213,70,0.59,0.618,-5.756,0.334,0.0127,0.244,96.459,252729,0.153
36,2,Fighting Demons,"5,946,573",Juice WRLD,19102888,70,0.707,0.67,-6.328,0.257,0.0813,0.098,163.099,200629,0.235
164,1,Monster,"5,030,481",Red Velvet - IRENE & SEULGI,383695,70,0.631,0.748,-2.569,0.0488,0.212,0.537,115.665,178413,0.351
100,1,Enjoy Yourself (feat. Karol G),"6,620,040",Pop Smoke,6852509,70,0.764,0.676,-6.761,0.0927,0.389,0.215,97.02,197938,0.461
67,5,MORE & MORE,"4,592,745",TWICE,9998991,70,0.739,0.841,-4.162,0.06,0.0312,0.173,106.99,199653,0.562
79,11,Selfish,"4,754,830",Madison Beer,3370013,70,0.375,0.461,-6.202,0.0279,0.627,0.386,75.217,223270,0.233
134,1,Riot,"5,163,633",XXXTENTACION,29566516,70,0.509,0.542,-8.027,0.442,0.019,0.23,97.767,78681,0.151
92,2,X (with KAROL G),"5,018,592",Jonas Brothers,5436999,70,0.715,0.827,-5.09,0.0617,0.0485,0.321,117.977,185277,0.75
